"Screen_Tech","Star Rating Index","screensize (inch)"
"LCD (LED)",1.436018041,64.52637795275591
"LCD (LED)",1.446525191,54.63897637795275
"LCD (LED)",1.46651883,64.52637795275591
"LCD (LED)",1.609064679,64.4996062992126
"LCD (LED)",1.617574649,54.61062992125985
"LCD (LED)",1.66119867,84.56023622047243
"LCD (LED)",1.746134707,64.52637795275591
"LCD (LED)",1.760361366,84.56023622047243
"LCD (LED)",1.764787888,64.52637795275591
"LCD (LED)",1.77151612,84.56023622047243
"LCD (LED)",1.797618951,64.52637795275591
"LCD (LED)",1.816488116,64.52637795275591
"LCD (LED)",1.825309859,74.52992125984252
"LCD (LED)",1.827214439,74.54251968503937
"LCD (LED)",1.841647366,74.54251968503937
"LCD (LED)",1.8796747,74.52992125984252
"LCD (LED)",2.009682692,64.52637795275591
"LCD (LED)",2.015365523,84.56023622047243
"LCD (LED)",2.026013193,74.54330708661418
"LCD (LED)",2.039439869,64.5259842519685
"LCD (LED)",2.064304555,64.52637795275591
"LCD (LED)",2.071514168,74.54251968503937
"LCD (LED)",2.110707984,54.63897637795275
"LCD (LED)",2.163316988,114.45629921259842
"LCD (LED)",2.222226525,54.63897637795275
"LCD (LED)",2.23283558,84.56023622047243
"LCD (LED)",2.256038692,74.52992125984252
"LCD (LED)",2.289702194,74.54330708661418
"LCD (LED)",2.301637,42.514566929133856
"LCD (LED)",2.31088388,84.56023622047243
"LCD (LED)",2.358363264,54.63897637795275
"LCD (LED)",2.386431286,64.51889763779526
"LCD (LED)",2.421698302,49.4988188976378
"LCD (LED)",2.497368725,84.56023622047243
"LCD (LED)",2.506278345,54.63897637795275
"LCD (LED)",2.506347016,64.4996062992126
"LCD (LED)",2.506635204,74.54251968503937
"LCD (LED)",2.51050067,64.5259842519685
"LCD (LED)",2.521341956,54.63897637795275
"LCD (LED)",2.521552266,64.5259842519685
"LCD (LED)",2.522934648,64.4996062992126
"LCD (LED)",2.539583906,64.4996062992126
"LCD (LED)",2.544443586,74.54330708661418
"LCD (LED)",2.546887683,84.56023622047243
"LCD (LED)",2.54925509,64.52637795275591
